1000 - 8,4.137630,3.850609,4.583331,4.294895,5.084154,4.781714
1200 - 16,6.331064,6.028902,6.677502,6.384991,6.961035,6.651851
2000 - 16,29.348178,27.911504,30.479501,29.054409,32.137883,30.659181
